,Unnamed: 0,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Horsepower,Displacement_L,Cylinder_Type,seat_numbers
2156,2156,Ford,F-250 King Ranch,2015,97700,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Black,–,None reported,Yes,"$39,950",440.0,6.7,V8,5.0
2157,2157,Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$98,000",490.0,6.2,V8,2.0
2158,2158,Bentley,Continental GT V8 First Edition,2020,27404,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Dark Sapphire,Linen,None reported,No,"$199,991",542.0,4.0,V8,4.0
2159,2159,Lincoln,MKC Reserve,2016,100000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,White,White,None reported,Yes,"$24,000",240.0,2.0,I4,5.0
2160,2160,Ford,Excursion Limited,2001,333361,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$17,000",250.0,7.3,V10,8.0
2161,2161,Land,Rover Discovery SE,2018,63295,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,None reported,Yes,"$29,993",340.0,3.0,V6,7.0
2162,2162,Land,Rover Defender V8,2022,3000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$96,500",518.0,5.0,V8,5.0
2163,2163,Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Gray,None reported,Yes,"$25,500",355.0,5.3,V8,5.0
2164,2164,Mercedes-Benz,AMG G 63 Base,2017,39800,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,"$99,000",563.0,5.5,V8,5.0
2165,2165,Ford,F-250 XLT,2019,124000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,Yes,"$40,100",385.0,6.2,V8,5.0
2166,2166,Tesla,Model 3 Base,2022,12080,not defined,271.0HP Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,Yes,"$36,750",271.0,0.0,Electric,5.0
2167,2167,Lexus,LX 570 Three-Row,2018,39300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$69,500",383.0,5.7,V8,8.0
2168,2168,INFINITI,QX60 Luxe,2019,51000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,–,At least 1 accident or damage reported,Yes,"$29,000",295.0,3.5,V6,7.0
2169,2169,Rivian,R1S Adventure Package,2023,250,not defined,835.0HP Electric Motor Electric Fuel System,Automatic,Green,Black,not defined,No,"$97,500",835.0,0.0,Electric,7.0
2170,2170,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,Yes,"$35,999",340.0,3.0,V6,5.0
2171,2171,INFINITI,QX60 Base,2014,95400,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,not defined,No,"$14,195",265.0,3.5,V6,7.0
2172,2172,Hyundai,Sonata GLS,2013,136991,Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,"$11,000",198.0,2.4,I4,5.0
2173,2173,Toyota,Tundra Limited,2022,3959,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$55,000",389.0,3.4,V6,5.0
2174,2174,Jeep,Grand Cherokee Limited,2020,47500,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Purple,Black,None reported,Yes,"$31,000",293.0,3.6,V6,5.0
2175,2175,Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$13,000",325.0,6.0,V8,6.0
2176,2176,Tesla,Model 3 Performance,2021,33000,not defined,455.0HP Electric Motor Electric Fuel System,Automatic,Red,White,None reported,Yes,"$55,000",455.0,0.0,Electric,5.0
2177,2177,Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$27,500",402.0,4.7,V8,5.0
2178,2178,RAM,2500 SLT,2014,84500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$34,000",410.0,6.4,I6,5.0
2179,2179,Kia,Sorento Hybrid EX,2022,36100,Hybrid,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,White,None reported,Yes,"$37,500",227.0,1.6,I4,5.0
2180,2180,Hyundai,Genesis 3.8,2015,92225,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$17,000",311.0,3.8,V6,5.0
2181,2181,Jeep,Compass Latitude,2020,17500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$25,695",180.0,2.4,I4,5.0
2182,2182,Ford,Fusion SE,2011,114323,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$6,000",175.0,2.5,I4,5.0
2183,2183,Toyota,FJ Cruiser Base,2014,92000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Black,None reported,Yes,"$27,500",260.0,4.0,V6,5.0
2184,2184,BMW,430 Gran Coupe i xDrive,2018,29025,Gasoline,2.0 Liter DOHC T/C,Automatic,Carbon Black Metallic,Black,None reported,No,"$29,998",248.0,2.0,I4,4.0
2185,2185,Dodge,Durango SRT 392,2021,17000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Black,None reported,Yes,"$65,000",475.0,6.4,V8,7.0
2186,2186,Hyundai,Santa Fe GLS,2015,96476,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$13,000",290.0,3.3,V6,5.0
2187,2187,Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,"$39,127",276.0,3.6,V6,7.0
2188,2188,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Silver,Black,None reported,Yes,"$35,000",510.0,5.0,V8,5.0
2189,2189,Nissan,Murano SV,2021,23677,Gasoline,3.5L V6 24V MPFI DOHC,Automatic,Sunset Drift Chromaflair,Graphite,None reported,No,"$29,510",260.0,3.5,V6,5.0
2190,2190,Buick,Envision Essence,2020,27340,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Summit White,Ebony,None reported,No,"$31,700",197.0,2.5,I4,5.0
2191,2191,Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,5.3L V8 16V GDI OHV,Automatic,Shadow Gray Metallic,Jet Black,not defined,No,"$41,986",355.0,5.3,V8,5.0
2192,2192,Pontiac,Solstice GXP,2009,122348,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$10,000",260.0,2.0,I4,2.0
2193,2193,BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Beige,None reported,Yes,"$22,500",315.0,3.0,I6,4.0
2194,2194,Tesla,Model 3 Standard Range Plus,2019,32300,not defined,Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,Yes,"$29,000",271.0,0.0,Electric,5.0
2195,2195,MINI,Countryman Cooper S,2019,18997,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Red,Black,None reported,Yes,"$26,750",189.0,2.0,I4,5.0
2196,2196,Porsche,Boxster GTS,2016,40350,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$67,995",330.0,3.4,Flat 6,2.0
2197,2197,Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Brown,None reported,Yes,"$14,300",310.0,5.4,V8,8.0
2198,2198,Bentley,Continental GT GT Speed,2022,1919,Gasoline,12 Cylinder Engine,Automatic,Granite,Porpoise,None reported,No,"$289,991",650.0,6.0,V12,4.0
2199,2199,BMW,X5 M Base,2017,61773,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Black,None reported,Yes,"$46,000",567.0,4.4,V8,5.0
2200,2200,Ford,Mustang GT Premium,2011,74500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$22,000",412.0,5.0,V8,4.0
2201,2201,Jeep,Compass Sport,2016,99000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$5,000",172.0,2.4,I4,5.0
2202,2202,INFINITI,G37 Sport,2008,63496,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$15,000",330.0,3.7,V6,4.0
2203,2203,Ford,F-150 XLT,2022,18465,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,"$47,500",400.0,3.5,V6,5.0
2204,2204,Porsche,911 Carrera 4S,2007,42635,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Blue,None reported,Yes,"$72,995",355.0,3.8,H6,4.0
2205,2205,INFINITI,G35 Base,2005,99000,Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,"$18,900",298.0,3.5,V6,5.0
2206,2206,Chrysler,300C Base,2013,87500,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$13,750",292.0,3.6,V6,5.0
2207,2207,Toyota,Camry Solara SLE,2007,138000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$6,800",210.0,3.3,V6,5.0
2208,2208,Lexus,IS 300 Base,2018,70891,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$28,995",260.0,3.5,V6,5.0
2209,2209,Buick,Enclave Essence,2020,55403,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,"$29,444",310.0,3.6,V6,7.0
2210,2210,BMW,M4 Competition xDrive,2022,3213,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,Yes,"$89,995",503.0,3.0,Straight 6,4.0
2211,2211,Pontiac,GTO Base,2005,142314,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Manual,Red,Red,At least 1 accident or damage reported,Yes,"$21,999",400.0,6.0,V8,2.0
2212,2212,Toyota,FJ Cruiser Base,2013,53000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$36,740",260.0,4.0,V6,5.0
2213,2213,Hyundai,Elantra SE,2014,120250,Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$7,500",145.0,1.8,I4,5.0
2214,2214,Porsche,Macan S,2015,72329,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$29,500",340.0,3.0,V6,5.0
2215,2215,Hummer,H3 Base,2007,153692,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,Beige,Black,None reported,Yes,"$9,995",242.0,3.7,I5,5.0
2216,2216,Tesla,Model 3 Long Range,2021,32670,not defined,Electric Motor Electric Fuel System,Automatic,White,Black,None reported,Yes,"$37,000",346.0,0.0,Electric,5.0
2217,2217,Ford,Transit-350 Base,2018,235000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,not defined,No,"$18,000",275.0,3.7,V6,12.0
2218,2218,Rivian,R1T Launch Edition,2022,8681,not defined,835.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,Yes,"$82,000",835.0,0.0,Electric,5.0
2219,2219,Audi,S4 3.0 Prestige,2012,98400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$18,000",333.0,3.0,V6,5.0
2220,2220,Toyota,4Runner SR5 Premium,2023,1400,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$46,500",270.0,4.0,V6,5.0
2221,2221,Tesla,Model 3 Mid Range,2018,32000,not defined,271.0HP Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,Yes,"$29,999",271.0,0.0,Electric,5.0
2222,2222,Ford,F-250 Base,1997,92800,Gasoline,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$9,000",210.0,5.8,V8,5.0
2223,2223,Mercedes-Benz,G-Class G 550 4MATIC,2021,75151,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$130,000",416.0,4.0,V8,5.0
2224,2224,Subaru,Legacy 2.5 GT spec.B,2008,94000,Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Blue,None reported,Yes,"$12,500",243.0,2.5,I4,5.0
2225,2225,Mercedes-Benz,E-Class E 350,2014,67350,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,–,At least 1 accident or damage reported,Yes,"$18,700",302.0,3.5,V6,5.0
2226,2226,BMW,M3 Base,2001,66500,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,"$21,000",333.0,3.2,I6,4.0
2227,2227,Mercedes-Benz,C-Class C 250 Sport,2014,70612,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$14,500",201.0,1.8,I4,5.0
2228,2228,Toyota,Sienna XLE Limited,2007,112630,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,"$11,500",266.0,3.5,V6,7.0
2229,2229,Dodge,Avenger SE,2014,124705,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,Yes,"$6,499",283.0,3.6,V6,5.0
2230,2230,BMW,M240 i,2018,61000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,At least 1 accident or damage reported,Yes,"$34,000",335.0,3.0,I6,4.0
2231,2231,RAM,3500 SLT,2017,157272,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,"$32,999",350.0,6.7,I6,5.0
2232,2232,Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$20,399",362.0,3.0,V6,7.0
2233,2233,Jeep,Gladiator Rubicon,2020,27981,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,"$47,500",285.0,3.6,V6,5.0
2234,2234,Bentley,Continental GT Base,2009,18000,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,"$63,000",552.0,6.0,V12,2.0
2235,2235,Tesla,Model 3 Long Range,2019,27123,not defined,425.0HP Electric Motor Electric Fuel System,Automatic,Red,Black,None reported,Yes,"$38,200",425.0,0.0,Electric,5.0
2236,2236,Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Silver,Gray,None reported,Yes,"$83,900",490.0,6.2,V8,2.0
2237,2237,Audi,Q5 3.0T Premium Plus,2015,60251,Gasoline,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$19,000",272.0,3.0,V6,5.0
2238,2238,Mazda,MX-5 Miata Club,2021,5093,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,"$28,000",181.0,2.0,I4,2.0
2239,2239,Bentley,Bentayga W12 Signature,2018,31875,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$115,785",600.0,6.0,W12,5.0
2240,2240,Mercedes-Benz,S-Class S500,2005,175722,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$7,000",302.0,5.0,V8,5.0
2241,2241,BMW,M6 Base,2015,17900,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$59,900",560.0,4.4,V8,4.0
2242,2242,GMC,Yukon SLT,2015,142792,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,Yes,"$22,999",355.0,5.3,V8,7.0
2243,2243,BMW,750 iL,2001,53814,Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,not defined,No,"$11,800",326.0,5.4,V12,5.0
2244,2244,Toyota,Tundra Limited,2010,89400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$26,900",381.0,5.7,V8,5.0
2245,2245,Chrysler,300C Base,2007,86000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$15,000",340.0,5.7,V8,5.0
2246,2246,smart,ForTwo Pure,2008,61595,Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$5,000",70.0,1.0,I3,2.0
2247,2247,Toyota,Tundra SR,2018,74000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,"$38,000",381.0,5.7,V8,5.0
2248,2248,Hummer,H2 Base,2004,130000,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$16,500",316.0,6.0,V8,5.0
2249,2249,BMW,ALPINA B7 Base,2015,86000,Gasoline,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,White,At least 1 accident or damage reported,Yes,"$29,000",540.0,4.4,V8,5.0
2250,2250,Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,Yes,"$7,500",390.0,4.2,V8,5.0
2251,2251,Audi,A4 2.0T Tech Premium,2018,27532,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$27,900",252.0,2.0,I4,5.0
2252,2252,Ford,Focus SE,2017,91000,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,Yes,"$12,500",160.0,2.0,I4,5.0
2253,2253,Mercedes-Benz,E-Class E 550 4MATIC,2014,63000,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$28,500",402.0,4.7,V8,5.0
2254,2254,Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,Plug-In Hybrid,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Green,Beige,None reported,Yes,"$49,999",375.0,2.0,I4,5.0
2255,2255,Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,Yes,"$21,500",302.0,3.5,V6,5.0
2256,2256,Jeep,Wrangler Sahara,2008,140000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,–,At least 1 accident or damage reported,Yes,"$9,000",202.0,3.8,V6,5.0
2257,2257,Mercedes-Benz,A-Class A 220 4MATIC,2019,30300,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$30,500",188.0,2.0,I4,5.0
2258,2258,Chevrolet,Malibu 1LT,2009,139000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$4,200",169.0,2.4,I4,5.0
2259,2259,Hummer,H3 Base,2006,118000,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$17,900",220.0,3.5,I5,5.0
2260,2260,BMW,i8 Base,2015,51000,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Dual Shift,Gray,Brown,None reported,Yes,"$53,000",357.0,1.5,I3,4.0
2261,2261,Cadillac,XLR Base,2009,69423,Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,Yes,"$36,500",320.0,4.6,V8,2.0
2262,2262,Lincoln,MKZ Select,2017,52284,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,"$12,500",240.0,2.0,I4,5.0
2263,2263,Chevrolet,Silverado 1500 W/T,2006,111228,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,"$4,000",195.0,4.3,V6,5.0
2264,2264,Land,Rover Range Rover Sport HSE,2019,52300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$49,900",340.0,3.0,V6,5.0
2265,2265,Nissan,Titan SL,2021,95993,Gasoline,5.6L V8 32V GDI DOHC,Automatic,White,Black,None reported,Yes,"$32,612",400.0,5.6,V8,5.0
2266,2266,Kia,Telluride SX,2022,26716,Gasoline,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Automatic,Dark Moss,Black,None reported,No,"$47,541",291.0,3.8,V6,7.0
2267,2267,Chevrolet,Tahoe RST,2023,39517,Gasoline,5.3L V8 16V GDI OHV,Automatic,Black,Jet Black,At least 1 accident or damage reported,No,"$67,190",355.0,5.3,V8,7.0
2268,2268,Ford,Mustang GT Premium,2019,31600,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Gray,None reported,Yes,"$41,000",460.0,5.0,V8,4.0
2269,2269,BMW,330 i,2017,83298,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$18,300",248.0,2.0,I4,5.0
2270,2270,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,None reported,Yes,"$31,599",340.0,3.0,V6,5.0
2271,2271,Porsche,911 Carrera,2010,61600,Gasoline,345.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$51,750",345.0,3.6,H6,2.0
2272,2272,INFINITI,QX56 Base,2011,130921,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Dual Shift,White,Beige,None reported,Yes,"$12,000",400.0,5.6,V8,8.0
2273,2273,RAM,2500 Tradesman,2020,41000,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,not defined,No,"$45,515",410.0,6.4,V8,5.0
2274,2274,BMW,840 i xDrive,2024,1500,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,None reported,Yes,"$90,000",335.0,3.0,I6,4.0
2275,2275,MINI,Clubman Cooper S ALL4,2017,79950,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$17,390",189.0,2.0,I4,5.0
2276,2276,Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$95,000",420.0,6.2,V8,8.0
2277,2277,Audi,R8 5.2 V10 plus,2017,61000,Gasoline,610.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Black,None reported,Yes,"$140,000",610.0,5.2,V10,2.0
2278,2278,RAM,2500 Big Horn,2021,45867,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,None reported,Yes,"$43,449",350.0,6.4,V8,5.0
2279,2279,Porsche,911 Carrera 4,2014,22700,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,At least 1 accident or damage reported,Yes,"$85,500",350.0,3.4,Flat 6,2.0
2280,2280,Bentley,Continental GT Base,2009,43000,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$48,500",552.0,6.0,V12,2.0
2281,2281,Toyota,Tundra SR5,2015,99000,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,"$27,000",310.0,4.6,V6,5.0
2282,2282,Toyota,4Runner SR5,2006,135000,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,"$16,900",236.0,4.0,V6,5.0
2283,2283,Cadillac,CTS 2.0L Turbo Luxury,2019,46000,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$29,000",265.0,2.0,I4,5.0
2284,2284,Ford,Focus SE,2014,79615,Gasoline,2.0L I4 16V GDI DOHC,Automatic,Black,Charcoal Black,None reported,Yes,"$10,995",160.0,2.0,I4,5.0
2285,2285,BMW,M5 Base,2021,13250,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Alpine White,Aragon Brown,None reported,No,"$86,900",560.0,4.4,V8,5.0
2286,2286,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,None reported,Yes,"$60,500",380.0,3.0,V6,5.0
